"Gene","Count","Phenotypes"
"Zm00001eb351050",3,"Fst_N_Sorghum;Fst_NHx_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb351870",3,"MLM_envGWAS_N;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb351920",3,"Fst_NHx_sorghum;MLM_envGWAS_N_sorghum;TajimaD_IndianChief"
"Zm00001eb351930",3,"Fst_NHx_sorghum;MLM_envGWAS_N_sorghum;TajimaD_IndianChief"
"Zm00001eb351950",3,"TajimaD_IndianChief;Fst_NHx_sorghum;TajimaD_Jarvis"
"Zm00001eb351960",3,"TajimaD_IndianChief;Fst_NHx_sorghum;TajimaD_Jarvis"
"Zm00001eb351970",3,"TajimaD_IndianChief;Fst_NHx_sorghum;TajimaD_Jarvis"
"Zm00001eb352360",3,"FarmCPU_envGWAS_N;Fst_N_Sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb353570",3,"TajimaD_IndianChief;Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb353580",3,"FarmCPU_envGWAS_N;Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb355420",3,"FarmCPU_envGWAS_N_sorghum;TajimaD_IndianChief;FarmCPU_envGWAS_NHx"
"Zm00001eb355430",3,"TajimaD_IndianChief;Fst_NHx_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb355700",3,"TajimaD_IndianChief;MLM_envGWAS_NHx_sorghum;Fst_NHx_sorghum"
"Zm00001eb355880",3,"FarmCPU_envGWAS_NHx_sorghum;TajimaD_IndianChief;FarmCPU_envGWAS_NHx"
"Zm00001eb356180",3,"FarmCPU_envGWAS_N;MLM_envGWAS_N;Fst_NHx_sorghum"
"Zm00001eb356280",3,"FarmCPU_envGWAS_N_sorghum;MLM_envGWAS_N;FarmCPU_envGWAS_N"
"Zm00001eb356440",3,"FarmCPU_envGWAS_N;Fst_NHx_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb356620",3,"FarmCPU_envGWAS_N_sorghum;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb356630",3,"Fst_N_Sorghum;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb358640",3,"MLM_envGWAS_N;Fst_NHx_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb358680",3,"MLM_envGWAS_N;Fst_NHx_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb358720",3,"MLM_envGWAS_NHx_sorghum;Fst_NHx_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb360400",3,"Fst_NHx_sorghum;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb360430",3,"Fst_NHx_sorghum;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb361010",3,"FarmCPU_envGWAS_NHx_sorghum;FarmCPU_envGWAS_N;MLM_envGWAS_N"
"Zm00001eb361870",3,"FarmCPU_envGWAS_N;FarmCPU_envGWAS_N_sorghum;Fst_N_maize"
"Zm00001eb362030",3,"MLM_envGWAS_N;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb362040",3,"MLM_envGWAS_N;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb362050",3,"MLM_envGWAS_N;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb362060",3,"MLM_envGWAS_N;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb362070",3,"MLM_envGWAS_N;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb362080",3,"MLM_envGWAS_N;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb362090",3,"MLM_envGWAS_N;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb362110",3,"MLM_envGWAS_N;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb362120",3,"MLM_envGWAS_N;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb362130",3,"MLM_envGWAS_N;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb362140",3,"MLM_envGWAS_N;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb362160",3,"MLM_envGWAS_N;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb362340",3,"MLM_envGWAS_NHx_sorghum;MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx"
"Zm00001eb362700",3,"MLM_envGWAS_NHx_sorghum;Fst_NHx_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb362720",3,"MLM_envGWAS_NHx_sorghum;FarmCPU_envGWAS_N;Fst_NHx_sorghum"
"Zm00001eb363330",3,"MLM_envGWAS_N_sorghum;Fst_N_Sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb363360",3,"MLM_envGWAS_N_sorghum;FarmCPU_envGWAS_NHx;Fst_N_Sorghum"
"Zm00001eb363370",3,"MLM_envGWAS_N_sorghum;FarmCPU_envGWAS_NHx;Fst_N_Sorghum"
"Zm00001eb363700",3,"MLM_envGWAS_NHx;Fst_NHx_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb363740",3,"FarmCPU_envGWAS_N_sorghum;FarmCPU_envGWAS_NHx_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb363750",3,"FarmCPU_envGWAS_N_sorghum;FarmCPU_envGWAS_NHx_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb363810",3,"FarmCPU_envGWAS_N_sorghum;Fst_NHx_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb364370",3,"MLM_envGWAS_NHx;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb364380",3,"MLM_envGWAS_NHx;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb364830",3,"FarmCPU_envGWAS_NHx;MLM_envGWAS_NHx;Fst_N_Sorghum"
"Zm00001eb364840",3,"FarmCPU_envGWAS_NHx;MLM_envGWAS_NHx;Fst_N_Sorghum"
"Zm00001eb364850",3,"FarmCPU_envGWAS_NHx;MLM_envGWAS_NHx;Fst_N_Sorghum"
"Zm00001eb365940",3,"MLM_envGWAS_NHx;FarmCPU_envGWAS_N;Fst_NHx_sorghum"
"Zm00001eb366220",3,"MLM_envGWAS_N;MLM_envGWAS_NHx_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb366250",3,"MLM_envGWAS_N;MLM_envGWAS_NHx_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb366280",3,"MLM_envGWAS_N;MLM_envGWAS_NHx_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb366290",3,"MLM_envGWAS_N;Fst_IndianChief;FarmCPU_envGWAS_N"
"Zm00001eb366380",3,"MLM_envGWAS_N_sorghum;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb366410",3,"MLM_envGWAS_NHx;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb366430",3,"MLM_envGWAS_N_sorghum;Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb366440",3,"MLM_envGWAS_N_sorghum;Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb366470",3,"MLM_envGWAS_N_sorghum;Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb366540",3,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx;Fst_NHx_sorghum"
"Zm00001eb366720",3,"Fst_NHx_sorghum;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb367290",3,"MLM_envGWAS_N_sorghum;Fst_N_Sorghum;FarmCPU_envGWAS_N"
"Zm00001eb367300",3,"MLM_envGWAS_N_sorghum;Fst_N_Sorghum;FarmCPU_envGWAS_N"
"Zm00001eb367310",3,"MLM_envGWAS_N_sorghum;FarmCPU_envGWAS_N_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb367410",3,"MLM_envGWAS_N_sorghum;FarmCPU_envGWAS_NHx;Fst_N_Sorghum"
"Zm00001eb367450",3,"Fst_N_Sorghum;Fst_NHx_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb367460",3,"FarmCPU_envGWAS_N_sorghum;FarmCPU_envGWAS_NHx_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb368140",3,"MLM_envGWAS_N;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb369260",3,"Fst_IndianChief;FarmCPU_envGWAS_NHx;Fst_NHx_sorghum"
"Zm00001eb369270",3,"FarmCPU_envGWAS_NHx_sorghum;Fst_IndianChief;FarmCPU_envGWAS_NHx"
"Zm00001eb369710",3,"Fst_N_Sorghum;FarmCPU_envGWAS_NHx;Fst_NHx_sorghum"
"Zm00001eb369720",3,"FarmCPU_envGWAS_NHx;Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb369730",3,"FarmCPU_envGWAS_NHx;Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb369760",3,"MLM_envGWAS_NHx;Fst_IndianChief;FarmCPU_envGWAS_NHx"
"Zm00001eb369810",3,"Fst_IndianChief;MLM_envGWAS_NHx_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb369820",3,"Fst_IndianChief;MLM_envGWAS_N_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb369830",3,"MLM_envGWAS_N_sorghum;Fst_IndianChief;FarmCPU_envGWAS_N"
"Zm00001eb369840",3,"MLM_envGWAS_N_sorghum;Fst_IndianChief;FarmCPU_envGWAS_N"
"Zm00001eb369850",3,"Fst_IndianChief;MLM_envGWAS_N_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb370130",3,"FarmCPU_envGWAS_NHx;MLM_envGWAS_N;Fst_N_Sorghum"
"Zm00001eb370140",3,"MLM_envGWAS_N;FarmCPU_envGWAS_NHx;Fst_N_Sorghum"
"Zm00001eb370200",3,"FarmCPU_envGWAS_NHx_sorghum;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb370920",3,"FarmCPU_envGWAS_NHx;Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb370930",3,"FarmCPU_envGWAS_NHx;Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb370940",3,"Fst_N_Sorghum;FarmCPU_envGWAS_NHx;Fst_NHx_sorghum"
"Zm00001eb371130",3,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx;Fst_NHx_sorghum"
"Zm00001eb371360",3,"FarmCPU_envGWAS_N;MLM_envGWAS_N;Fst_NHx_sorghum"
"Zm00001eb372460",3,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx;TajimaD_Jarvis"
"Zm00001eb372470",3,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx;TajimaD_Jarvis"
"Zm00001eb372480",3,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx;TajimaD_Jarvis"
"Zm00001eb372490",3,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx;TajimaD_Jarvis"
"Zm00001eb373140",3,"Fst_NHx_sorghum;MLM_envGWAS_N_sorghum;Fst_N_Sorghum"
"Zm00001eb373650",3,"FarmCPU_envGWAS_NHx;MLM_envGWAS_NHx;FarmCPU_envGWAS_N"
"Zm00001eb373660",3,"FarmCPU_envGWAS_NHx;MLM_envGWAS_NHx;FarmCPU_envGWAS_N"
"Zm00001eb373900",3,"MLM_envGWAS_N_sorghum;Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb373920",3,"MLM_envGWAS_N_sorghum;FarmCPU_envGWAS_N_sorghum;Fst_NHx_sorghum"
"Zm00001eb373930",3,"MLM_envGWAS_N_sorghum;Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb373940",3,"MLM_envGWAS_N_sorghum;Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb373950",3,"MLM_envGWAS_N_sorghum;Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb374660",3,"Fst_IndianChief;FarmCPU_envGWAS_N;MLM_envGWAS_N"
"Zm00001eb374760",3,"FarmCPU_envGWAS_NHx_sorghum;TajimaD_Jarvis;FarmCPU_envGWAS_NHx"
"Zm00001eb374780",3,"TajimaD_Jarvis;FarmCPU_envGWAS_NHx;Fst_NHx_sorghum"
"Zm00001eb375190",3,"MLM_envGWAS_NHx_sorghum;TajimaD_IndianChief;FarmCPU_envGWAS_NHx"
"Zm00001eb375240",3,"MLM_envGWAS_N;TajimaD_IndianChief;FarmCPU_envGWAS_N"
"Zm00001eb375250",3,"MLM_envGWAS_N;TajimaD_IndianChief;FarmCPU_envGWAS_N"
"Zm00001eb377180",3,"TajimaD_Jarvis;Fst_N_Sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb378110",3,"MLM_envGWAS_NHx;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb378120",3,"MLM_envGWAS_NHx;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb378130",3,"MLM_envGWAS_NHx;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb378640",3,"FarmCPU_envGWAS_N_sorghum;FarmCPU_envGWAS_NHx_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb378660",3,"Fst_N_Sorghum;Fst_NHx_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb378680",3,"Fst_N_Sorghum;Fst_NHx_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb380380",3,"TajimaD_Jarvis;Fst_N_maize;FarmCPU_envGWAS_NHx"
"Zm00001eb380390",3,"Fst_N_maize;MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx"
"Zm00001eb380440",3,"Fst_N_maize;Fst_NHx_maize;FarmCPU_envGWAS_NHx"
"Zm00001eb381220",3,"Fst_NHx_maize;Fst_N_maize;Fst_NHx_sorghum"
"Zm00001eb384320",3,"Fst_NHx_maize;Fst_Jarvis;Fst_N_Sorghum"
"Zm00001eb384340",3,"FarmCPU_envGWAS_NHx;FarmCPU_envGWAS_N_sorghum;Fst_Jarvis"
"Zm00001eb384630",3,"Fst_Jarvis;Fst_NHx_maize;Fst_N_maize"
"Zm00001eb384640",3,"Fst_Jarvis;Fst_NHx_maize;Fst_N_maize"
"Zm00001eb385190",3,"Fst_NHx_maize;Fst_NHx_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb385230",3,"Fst_NHx_maize;Fst_N_maize;Fst_NHx_sorghum"
"Zm00001eb385240",3,"Fst_IndianChief;Fst_NHx_maize;Fst_N_maize"
"Zm00001eb385250",3,"Fst_IndianChief;Fst_NHx_maize;Fst_N_maize"
"Zm00001eb385340",3,"MLM_envGWAS_N_sorghum;Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb386150",3,"FarmCPU_envGWAS_N;MLM_envGWAS_N;MLM_envGWAS_NHx"
"Zm00001eb386210",3,"FarmCPU_envGWAS_N;Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb386220",3,"FarmCPU_envGWAS_N;Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb386590",3,"Fst_NHx_maize;FarmCPU_envGWAS_N_sorghum;Fst_N_maize"
"Zm00001eb387750",3,"MLM_envGWAS_N_sorghum;Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb387760",3,"MLM_envGWAS_N_sorghum;Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb387770",3,"MLM_envGWAS_N_sorghum;Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb387780",3,"MLM_envGWAS_N_sorghum;FarmCPU_envGWAS_N_sorghum;FarmCPU_envGWAS_NHx_sorghum"
"Zm00001eb387810",3,"MLM_envGWAS_N_sorghum;FarmCPU_envGWAS_N_sorghum;FarmCPU_envGWAS_NHx_sorghum"
"Zm00001eb387830",3,"FarmCPU_envGWAS_N_sorghum;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb387850",3,"FarmCPU_envGWAS_N;Fst_N_Sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb388760",3,"MLM_envGWAS_NHx_sorghum;Fst_NHx_maize;Fst_NHx_sorghum"
"Zm00001eb388770",3,"MLM_envGWAS_NHx_sorghum;Fst_NHx_maize;Fst_NHx_sorghum"
"Zm00001eb388790",3,"MLM_envGWAS_NHx_sorghum;TajimaD_Jarvis;Fst_NHx_sorghum"
"Zm00001eb388800",3,"MLM_envGWAS_NHx_sorghum;FarmCPU_envGWAS_NHx_sorghum;TajimaD_Jarvis"
"Zm00001eb388960",3,"Fst_Jarvis;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb389020",3,"Fst_Jarvis;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb389030",3,"Fst_Jarvis;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb389110",3,"Fst_Jarvis;Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb389130",3,"Fst_Jarvis;Fst_N_maize;FarmCPU_envGWAS_NHx"
"Zm00001eb389150",3,"Fst_Jarvis;Fst_N_maize;FarmCPU_envGWAS_NHx"
"Zm00001eb389410",3,"Fst_NHx_maize;Fst_N_maize;FarmCPU_envGWAS_N"
"Zm00001eb389540",3,"FarmCPU_envGWAS_N_sorghum;TajimaD_IndianChief;Fst_N_maize"
"Zm00001eb389570",3,"TajimaD_Jarvis;FarmCPU_envGWAS_N_sorghum;Fst_N_maize"
"Zm00001eb389610",3,"TajimaD_Jarvis;MLM_envGWAS_NHx;Fst_N_maize"
"Zm00001eb389860",3,"MLM_envGWAS_NHx;TajimaD_Jarvis;FarmCPU_envGWAS_NHx"
"Zm00001eb390210",3,"Fst_N_Sorghum;Fst_NHx_sorghum;TajimaD_IndianChief"
"Zm00001eb390580",3,"Fst_NHx_sorghum;FarmCPU_envGWAS_N_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb390790",3,"TajimaD_IndianChief;FarmCPU_envGWAS_NHx;Fst_N_Sorghum"
"Zm00001eb391270",3,"TajimaD_Jarvis;TajimaD_IndianChief;Fst_N_Sorghum"
"Zm00001eb391350",3,"FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx;Fst_N_Sorghum"
"Zm00001eb391540",3,"Fst_Jarvis;Fst_N_Sorghum;FarmCPU_envGWAS_N"
"Zm00001eb391550",3,"FarmCPU_envGWAS_N_sorghum;Fst_Jarvis;FarmCPU_envGWAS_N"
"Zm00001eb391570",3,"Fst_Jarvis;Fst_N_Sorghum;FarmCPU_envGWAS_N"
"Zm00001eb391830",3,"TajimaD_Jarvis;TajimaD_IndianChief;Fst_NHx_maize"
"Zm00001eb392010",3,"MLM_envGWAS_N_sorghum;TajimaD_Jarvis;Fst_N_Sorghum"
"Zm00001eb392650",3,"Fst_N_Sorghum;Fst_NHx_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb392700",3,"FarmCPU_envGWAS_N_sorghum;FarmCPU_envGWAS_N;MLM_envGWAS_N"
"Zm00001eb392710",3,"FarmCPU_envGWAS_N;MLM_envGWAS_N;Fst_N_Sorghum"
"Zm00001eb393530",3,"FarmCPU_envGWAS_N;MLM_envGWAS_N;Fst_NHx_sorghum"
"Zm00001eb393560",3,"FarmCPU_envGWAS_N;MLM_envGWAS_N;Fst_NHx_sorghum"
"Zm00001eb394060",3,"MLM_envGWAS_N_sorghum;Fst_N_Sorghum;FarmCPU_envGWAS_N"
"Zm00001eb395310",3,"MLM_envGWAS_NHx;Fst_NHx_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb395590",3,"Fst_N_Sorghum;Fst_NHx_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb395600",3,"FarmCPU_envGWAS_N;Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb395610",3,"Fst_N_Sorghum;FarmCPU_envGWAS_N;Fst_NHx_sorghum"
"Zm00001eb395620",3,"Fst_N_Sorghum;Fst_NHx_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb395630",3,"FarmCPU_envGWAS_N_sorghum;FarmCPU_envGWAS_NHx_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb396300",3,"MLM_envGWAS_N;Fst_N_Sorghum;FarmCPU_envGWAS_N"
"Zm00001eb396310",3,"MLM_envGWAS_N;FarmCPU_envGWAS_N;Fst_N_Sorghum"
"Zm00001eb396420",3,"Fst_NHx_sorghum;MLM_envGWAS_N_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb396430",3,"Fst_NHx_sorghum;MLM_envGWAS_N_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb396460",3,"MLM_envGWAS_N_sorghum;MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx"
"Zm00001eb396470",3,"MLM_envGWAS_N_sorghum;MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx"
"Zm00001eb396480",3,"MLM_envGWAS_N_sorghum;MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx"
"Zm00001eb397100",3,"TajimaD_Jarvis;Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb397140",3,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx;TajimaD_Jarvis"
"Zm00001eb397160",3,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx;TajimaD_Jarvis"
"Zm00001eb397190",3,"MLM_envGWAS_NHx_sorghum;FarmCPU_envGWAS_N_sorghum;TajimaD_Jarvis"
"Zm00001eb398020",3,"TajimaD_Jarvis;Fst_N_Sorghum;FarmCPU_envGWAS_N"
"Zm00001eb398040",3,"MLM_envGWAS_N;TajimaD_Jarvis;FarmCPU_envGWAS_N"
"Zm00001eb398060",3,"MLM_envGWAS_N;TajimaD_Jarvis;FarmCPU_envGWAS_N"
"Zm00001eb398070",3,"MLM_envGWAS_N;TajimaD_Jarvis;FarmCPU_envGWAS_N"
"Zm00001eb398080",3,"MLM_envGWAS_N;TajimaD_Jarvis;FarmCPU_envGWAS_N"
"Zm00001eb398160",3,"Fst_IndianChief;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb398170",3,"Fst_IndianChief;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb398210",3,"MLM_envGWAS_N;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb398220",3,"MLM_envGWAS_N;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb398230",3,"MLM_envGWAS_N;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb398440",3,"FarmCPU_envGWAS_N_sorghum;FarmCPU_envGWAS_NHx_sorghum;MLM_envGWAS_NHx"
"Zm00001eb398660",3,"FarmCPU_envGWAS_N_sorghum;Fst_NHx_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb398670",3,"Fst_N_Sorghum;FarmCPU_envGWAS_N;Fst_NHx_sorghum"
"Zm00001eb398900",3,"MLM_envGWAS_N_sorghum;FarmCPU_envGWAS_N;Fst_N_Sorghum"
"Zm00001eb399140",3,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx;Fst_N_Sorghum"
"Zm00001eb399460",3,"Fst_N_Sorghum;Fst_NHx_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb399480",3,"Fst_N_Sorghum;FarmCPU_envGWAS_N;Fst_NHx_sorghum"
"Zm00001eb399520",3,"Fst_N_Sorghum;Fst_NHx_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb399530",3,"Fst_N_Sorghum;Fst_NHx_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb399560",3,"Fst_N_Sorghum;Fst_NHx_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb399640",3,"Fst_NHx_maize;MLM_envGWAS_N;FarmCPU_envGWAS_N"
"Zm00001eb399650",3,"Fst_NHx_maize;MLM_envGWAS_N;FarmCPU_envGWAS_N"
"Zm00001eb399660",3,"Fst_NHx_maize;MLM_envGWAS_N;FarmCPU_envGWAS_N"
"Zm00001eb399670",3,"Fst_NHx_maize;MLM_envGWAS_N;FarmCPU_envGWAS_N"
"Zm00001eb399680",3,"Fst_NHx_maize;MLM_envGWAS_N;FarmCPU_envGWAS_N"
"Zm00001eb399780",3,"FarmCPU_envGWAS_NHx;MLM_envGWAS_N;Fst_NHx_maize"
"Zm00001eb399800",3,"FarmCPU_envGWAS_NHx;MLM_envGWAS_N;Fst_NHx_maize"
"Zm00001eb400160",3,"FarmCPU_envGWAS_N;Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb400170",3,"Fst_N_Sorghum;Fst_NHx_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb400180",3,"Fst_N_Sorghum;Fst_NHx_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb400590",3,"MLM_envGWAS_NHx;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb400600",3,"MLM_envGWAS_NHx;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb400610",3,"MLM_envGWAS_NHx;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb400620",3,"MLM_envGWAS_NHx;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb400630",3,"MLM_envGWAS_NHx;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb400640",3,"MLM_envGWAS_NHx;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb401240",3,"FarmCPU_envGWAS_NHx;MLM_envGWAS_NHx;FarmCPU_envGWAS_N"
"Zm00001eb401250",3,"FarmCPU_envGWAS_NHx;MLM_envGWAS_NHx;FarmCPU_envGWAS_N"
"Zm00001eb401260",3,"FarmCPU_envGWAS_NHx;MLM_envGWAS_NHx;FarmCPU_envGWAS_N"
"Zm00001eb401330",3,"MLM_envGWAS_N;FarmCPU_envGWAS_N;Fst_N_Sorghum"
"Zm00001eb402690",3,"FarmCPU_envGWAS_NHx;Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb403140",3,"MLM_envGWAS_N;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb403150",3,"MLM_envGWAS_N;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb403160",3,"MLM_envGWAS_N;FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb404970",3,"MLM_envGWAS_N_sorghum;Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb405210",3,"MLM_envGWAS_N_sorghum;Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb405230",3,"MLM_envGWAS_N_sorghum;FarmCPU_envGWAS_N_sorghum;FarmCPU_envGWAS_NHx_sorghum"
"Zm00001eb405370",3,"FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx;Fst_N_Sorghum"
"Zm00001eb405500",3,"FarmCPU_envGWAS_N;Fst_N_Sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb405530",3,"FarmCPU_envGWAS_N;Fst_N_Sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb405590",3,"FarmCPU_envGWAS_N;Fst_NHx_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb406290",3,"FarmCPU_envGWAS_N_sorghum;FarmCPU_envGWAS_N;MLM_envGWAS_N"
